STAGE,VERSION,MATERIAL,ORDER TYPE,MATERIAL DESCR.,PRO QUANITY,ORDER VALUE,COMPONENT,COMPONENT DESCR.,COST CENTER,MOVEMENT TYPE,COMPONENT QTY.,COMPONENT VALUE,REMARK
FGANF000000001,0001,IMNH4DMTA00001,ZPI2,NH4DMTA,"21,569.000","31,81,948.87",00700475,METHANOL,NH4DMT036L,,"8,947.000","3,77,477.42",
FGANF000000001,0001,IMNH4DMTA00001,ZPI2,NH4DMTA,"21,569.000",0.00,00700613,PHOSPHORUS PENTA SUL,NH4DMT036L,,"14,400.000","21,70,863.25",
FGANF000000001,0001,IMNH4DMTA00001,ZPI2,NH4DMTA,"21,569.000",0.00,00700740,SODIUM BI SULPHITE,NH4DMT036L,,63.000,"2,099.57",
FGANF000000001,0001,IMNH4DMTA00001,ZPI2,NH4DMTA,"21,569.000",0.00,00700830,TRI ETHYL AMINE -GRADE A-,NH4DMT036L,,60.000,"14,380.39",
FGANF000000001,0001,IMNH4DMTA00001,ZPI2,NH4DMTA,"21,569.000",0.00,00705025,AMMONIA GAS,NH4DMT036L,,"2,650.000","1,62,310.02",
FGANF000000001,0001,IMNH4DMTA00001,ZPI2,NH4DMTA,"21,569.000",0.00,00750085,CAUSTIC SODA LYE,NH4DMT036L,,"3,667.000","2,26,595.78",
FGANF000000001,0001,IMNH4DMTA00001,ZPI2,NH4DMTA,"21,569.000",0.00,00750490,MIXED XYLENE,NH4DMT036L,,863.000,"52,820.14",
FGANF000000001,0001,IMNH4DMTA00001,ZPI2,NH4DMTA,"21,569.000",0.00,EFANF000000013,Doctor's test (Hydraulic load),NH4DMT036L,,"-8,002.099",0,
,,IMNH4DMTA00001,ZPI2,,,,,,,,"22,647.901","30,06,546.57",
,,IMNH4DMTA00001,,,,,,,,,"22,647.901","30,06,546.57",
IMOCBTMS000007,0001,IMOCBTMS000007,ZPI2,"3,4 Dichloro benzo trifluride","83,075.000","3,50,08,918.87",00700200,DICHLOROETHANE -DCE,OCBTMS030L,,"49,701.000","31,11,655.87",
IMOCBTMS000007,0001,IMOCBTMS000007,ZPI2,"3,4 Dichloro benzo trifluride","83,075.000",0.00,00700544,OCBC,OCBTMS030L,,"12,867.000","24,78,346.09",
IMOCBTMS000007,0001,IMOCBTMS000007,ZPI2,"3,4 Dichloro benzo trifluride","83,075.000",0.00,00700730,SODA ASH,OCBTMS030L,,"11,850.000","3,75,011.04",
IMOCBTMS000007,0001,IMOCBTMS000007,ZPI2,"3,4 Dichloro benzo trifluride","83,075.000",0.00,00710072,POTASSIUM FLUORIDE,OCBTMS030L,,"92,000.000","2,21,76,867.09",
IMOCBTMS000007,0001,IMOCBTMS000007,ZPI2,"3,4 Dichloro benzo trifluride","83,075.000",0.00,00730870,SULFOLANES AQUEOUS,OCBTMS030L,,"8,095.000","16,29,670.15",
IMOCBTMS000007,0001,IMOCBTMS000007,ZPI2,"3,4 Dichloro benzo trifluride","83,075.000",0.00,IMTPG000000006,Thiophosgene,OCBTMS030L,,"51,435.000","78,41,950.7",
,,IMOCBTMS000007,ZPI2,,,,,,,,"2,25,948.000","3,76,13,500.94",
,,IMOCBTMS000007,,,,,,,,,"2,25,948.000","3,76,13,500.94",
IMIDC000000008,0001,IMPCUREAD00006,ZPI2,PC -Urea Derivative,"6,334.000","1,22,91,317.02",00700306,HYDRAZINE HYDRATE -A,PCUREA109L,,"1,570.000","8,03,142.39",
IMIDC000000008,0001,IMPCUREAD00006,ZPI2,PC -Urea Derivative,"6,334.000",0.00,00700319,IMIDAZOLE,PCUREA109L,,65.000,"33,466.82",
IMIDC000000008,0001,IMPCUREAD00006,ZPI2,PC -Urea Derivative,"6,334.000",0.00,00700572,PTSA,PCUREA109L,,182.000,"14,872.79",
IMIDC000000008,0001,IMPCUREAD00006,ZPI2,PC -Urea Derivative,"6,334.000",0.00,00700620,CAUSTIC POTASH LYE,PCUREA109L,,6.000,757.4,
IMIDC000000008,0001,IMPCUREAD00006,ZPI2,PC -Urea Derivative,"6,334.000",0.00,00700761,SODIUM METHOXIDE,PCUREA109L,,40.000,"5,520.5",
IMIDC000000008,0001,IMPCUREAD00006,ZPI2,PC -Urea Derivative,"6,334.000",0.00,00700807,4-TRIFLRO METHOXY ANILIN,PCUREA109L,,"4,000.000","53,02,674.59",
IMIDC000000008,0001,IMPCUREAD00006,ZPI2,PC -Urea Derivative,"6,334.000",0.00,00700825,TOLUENE,PCUREA109L,,"2,300.000","1,15,109.17",
IMIDC000000008,0001,IMPCUREAD00006,ZPI2,PC -Urea Derivative,"6,334.000",0.00,00750171,DIPHENYL CARBONATE,PCUREA109L,,"5,200.000","13,22,988.33",
IMIDC000000008,0001,IMPCUREAD00006,ZPI2,PC -Urea Derivative,"6,334.000",0.00,IM5CIHE0000005,5-CIHE,PCUREA109L,,"4,713.000","58,65,327.26",
IMIDC000000008,0001,IMPCUREAD00006,ZPI2,PC -Urea Derivative,"6,334.000",0.00,RESTFMA0000001,TFMA  residue,PCUREA109L,,"-6,143.000",0,
,,IMPCUREAD00006,ZPI2,,,,,,,,"11,933.000","1,34,63,859.25",
,,IMPCUREAD00006,,,,,,,,,"11,933.000","1,34,63,859.25",
IMOCBTMS000007,0001,IMTPG000000006,ZPI2,Thiophosgene,"51,356.000","79,71,820.64",00700200,DICHLOROETHANE -DCE,TPG030L,,"5,070.000","3,17,027.55",
IMOCBTMS000007,0001,IMTPG000000006,ZPI2,Thiophosgene,"51,356.000",0.00,00700215,POTASSIUM IODIDE,TPG030L,,576.000,"14,57,682.62",
IMOCBTMS000007,0001,IMTPG000000006,ZPI2,Thiophosgene,"51,356.000",0.00,00705800,SULPHUR DI-OXIDE,TPG030L,,"33,322.000","7,96,466.26",
IMOCBTMS000007,0001,IMTPG000000006,ZPI2,Thiophosgene,"51,356.000",0.00,BPSULDIOXIDE01,SULPHER DIOXIDE,TPG030L,,"10,644.000",0,
IMOCBTMS000007,0001,IMTPG000000006,ZPI2,Thiophosgene,"51,356.000",0.00,EFTPG000000002,TPG scrubber solution,TPG030L,,"-94,254.750",0,
IMOCBTMS000007,0001,IMTPG000000006,ZPI2,Thiophosgene,"51,356.000",0.00,IMCCL3SCL00005,Tri chloro methyl sulfenyl chloride,TPG030L,,"95,413.000","52,62,526.96",
,,IMTPG000000006,ZPI2,,,,,,,,"50,770.250","78,33,703.39",
,,IMTPG000000006,,,,,,,,,"50,770.250","78,33,703.39",
,,,,,,,,,,,"39,81,224.255","4,26,63,03,053.28",
